Date,Open,High,Low,Close,Adj Close,Volume
2015-07-30,27.000000,27.450001,26.000000,26.150000,22.784992,119370
2015-07-31,26.150000,27.500000,25.750000,27.049999,23.569178,120681
2015-08-03,26.600000,27.000000,26.049999,26.750000,23.307783,88048
2015-08-04,27.000000,27.350000,26.549999,26.799999,23.351349,117318
2015-08-05,26.200001,27.350000,26.100000,26.950001,23.482046,115573
2015-08-06,27.000000,27.150000,26.650000,26.950001,23.482046,66642
2015-08-07,26.299999,27.350000,26.250000,26.450001,23.046389,190380
2015-08-10,26.950001,26.950001,25.700001,25.850000,22.523600,101577
2015-08-11,25.200001,26.100000,25.100000,25.200001,21.957243,155921
2015-08-12,25.299999,25.299999,23.850000,24.049999,20.955219,312138
2015-08-13,24.049999,24.350000,23.100000,23.350000,20.345299,174282
2015-08-14,23.650000,24.450001,23.400000,24.350000,21.216618,100996
2015-08-17,25.200001,26.250000,24.400000,24.650000,21.478010,568579
2015-08-18,25.200001,26.299999,24.700001,24.900000,21.695847,682291
2015-08-19,25.200001,25.549999,24.799999,24.950001,21.739414,146066
2015-08-20,25.000000,25.350000,24.299999,24.549999,21.390881,309139
2015-08-21,24.150000,25.500000,23.500000,25.000000,21.782974,179938
2015-08-24,24.000000,24.100000,22.500000,22.750000,19.822508,264378
2015-08-25,20.200001,23.700001,20.200001,22.650000,19.735373,255635
2015-08-26,22.549999,23.000000,22.100000,22.200001,19.343281,81074
2015-08-27,22.600000,23.000000,22.400000,22.600000,19.691811,141633
2015-08-28,22.700001,23.049999,22.600000,22.900000,19.953203,121139
2015-08-31,23.000000,23.700001,22.299999,23.250000,20.258167,120846
2015-09-01,23.700001,23.700001,22.600000,22.850000,19.909636,142679
2015-09-02,23.500000,23.500000,22.400000,22.500000,19.604679,179339
2015-09-03,22.700001,23.049999,22.250000,22.850000,19.909636,149478
2015-09-04,22.600000,22.750000,22.000000,22.400000,19.909636,190805
2015-09-07,23.000000,23.000000,21.900000,22.400000,19.909636,154344
2015-09-08,21.200001,22.500000,21.200001,22.100000,19.642996,347797
2015-09-09,22.500000,22.500000,20.100000,21.200001,18.843054,1068920
2015-09-10,21.200001,21.200001,19.750000,20.750000,18.443083,731329
2015-09-11,20.950001,21.700001,20.200001,21.500000,19.109697,1033451
2015-09-14,22.200001,23.150000,21.600000,22.650000,20.131845,677132
2015-09-15,23.400000,26.150000,21.900000,24.400000,21.687284,6548935
2015-09-16,25.450001,25.799999,24.350000,24.500000,21.776167,1404506
2015-09-18,24.500000,25.600000,24.000000,25.049999,22.265017,578335
2015-09-21,25.000000,25.000000,23.950001,24.350000,21.642843,378203
2015-09-22,24.000000,24.500000,22.900000,23.049999,20.487371,1652428
2015-09-23,22.850000,23.250000,22.200001,22.850000,20.309610,406608
2015-09-24,22.850000,22.900000,22.350000,22.549999,20.042961,342808
2015-09-28,22.799999,23.500000,22.700001,23.000000,20.442932,252219
2015-09-29,22.850000,23.650000,22.200001,23.049999,20.487371,213606
2015-09-30,23.450001,24.250000,23.250000,24.049999,21.376194,1878156
2015-10-01,24.450001,24.750000,23.049999,23.350000,20.754019,452758
2015-10-05,23.900000,24.200001,23.650000,24.100000,21.420637,145817
2015-10-06,24.350000,24.950001,23.850000,24.600000,21.865046,281754
2015-10-07,24.850000,25.400000,24.400000,24.750000,21.998377,387700
2015-10-08,24.750000,24.950001,24.250000,24.350000,21.642843,268461
2015-10-09,24.350000,25.150000,24.350000,24.750000,21.998377,219283
2015-10-12,24.850000,25.000000,24.400000,24.450001,21.731728,170815
2015-10-13,24.750000,24.750000,24.000000,24.450001,21.731728,378699
2015-10-14,24.500000,24.500000,24.049999,24.100000,21.420637,223832
2015-10-15,24.450001,24.500000,24.049999,24.100000,21.420637,165584
2015-10-16,23.700001,24.450001,23.600000,24.299999,21.598404,181137
2015-10-19,24.049999,24.350000,23.799999,24.200001,21.509521,178155
2015-10-20,24.250000,24.900000,24.049999,24.500000,21.776167,173068
2015-10-21,24.650000,24.850000,23.700001,24.049999,21.376194,326778
2015-10-23,24.400000,24.500000,23.850000,23.950001,21.287315,225302
2015-10-26,24.000000,24.200001,23.900000,24.000000,21.331755,150158
2015-10-27,23.799999,24.500000,23.799999,24.299999,21.598404,196775
2015-10-28,24.200001,25.250000,23.850000,24.799999,22.042814,386696
2015-10-29,25.000000,25.549999,24.799999,25.000000,22.220579,552968
2015-10-30,25.049999,25.299999,24.049999,24.250000,21.553961,167905
2015-11-02,24.100000,24.350000,23.750000,24.100000,21.420637,131717
2015-11-03,24.299999,24.450001,23.950001,24.200001,21.509521,135497
2015-11-04,24.100000,24.600000,23.350000,23.450001,20.842907,4234189
2015-11-05,23.650000,23.750000,22.750000,23.100000,20.531815,432338
2015-11-06,22.700001,23.200001,22.500000,22.900000,20.354052,135875
2015-11-09,23.049999,23.049999,22.500000,22.900000,20.354052,265975
2015-11-10,22.900000,22.900000,22.500000,22.549999,20.042961,112830
2015-11-13,23.400000,23.400000,22.799999,23.049999,20.487371,105124
2015-11-16,23.000000,23.500000,22.700001,23.200001,20.620701,156712
2015-11-17,23.200001,23.350000,22.900000,22.950001,20.398495,149822
2015-11-18,23.000000,23.200001,22.799999,22.900000,20.354052,274943
2015-11-19,22.799999,23.100000,22.799999,22.900000,20.354052,156833
2015-11-20,22.799999,23.000000,22.400000,22.500000,19.998520,652170
2015-11-23,23.000000,23.000000,22.450001,22.650000,20.131845,323849
2015-11-24,22.650000,22.850000,22.150000,22.400000,20.313213,1259395
2015-11-26,22.500000,25.700001,22.299999,25.299999,22.943047,13715488
2015-11-27,25.850000,26.200001,25.000000,25.549999,23.169758,2200136
2015-11-30,25.700001,27.100000,25.200001,26.549999,24.076595,1741523
2015-12-01,26.799999,27.200001,26.100000,26.650000,24.167284,1002020
2015-12-02,26.750000,27.500000,25.799999,27.200001,24.666042,1267255
2015-12-03,27.000000,28.049999,26.600000,26.799999,24.303307,863567
2015-12-04,26.600000,27.500000,25.750000,26.100000,23.668520,518930
2015-12-07,26.600000,26.950001,26.100000,26.400000,23.940571,299705
2015-12-08,26.350000,26.950001,26.000000,26.150000,23.713861,500474
2015-12-09,26.000000,26.350000,24.900000,25.299999,22.943047,684128
2015-12-10,25.299999,25.850000,24.600000,25.600000,23.215099,606266
2015-12-11,25.500000,27.500000,25.450001,26.350000,23.895229,1203316
2015-12-14,26.549999,29.049999,26.000000,28.500000,25.844934,1607713
2015-12-15,29.000000,29.000000,27.600000,27.850000,25.255489,1023581
2015-12-16,28.250000,28.650000,27.250000,27.700001,25.119463,1192544
2015-12-17,27.400000,29.150000,27.400000,28.650000,25.980965,1454698
2015-12-18,28.299999,29.299999,28.100000,28.799999,26.116987,590998
2015-12-21,29.250000,29.799999,28.900000,29.250000,26.525064,964748
2015-12-22,29.500000,29.700001,28.000000,28.549999,25.890278,462908
2015-12-23,28.900000,30.150000,28.350000,29.549999,26.797115,1337457
2015-12-24,29.549999,29.750000,29.049999,29.299999,26.570410,442331
2015-12-28,29.500000,30.200001,29.250000,29.450001,26.706436,409465
2015-12-29,29.450001,29.450001,28.250000,28.450001,25.799595,438592
2015-12-30,28.750000,29.250000,28.299999,28.650000,25.980965,174581
2015-12-31,28.700001,29.799999,28.450001,29.500000,26.751776,531728
2016-01-01,29.299999,29.900000,28.850000,29.700001,26.933147,288592
2016-01-04,29.450001,30.250000,28.500000,28.850000,26.162331,529213
2016-01-05,28.700001,29.700001,28.700001,29.299999,26.570410,385801
2016-01-06,29.500000,30.750000,28.850000,30.250000,27.431908,925569
2016-01-07,29.650000,29.650000,28.799999,29.049999,26.343697,659568
2016-01-08,29.450001,30.500000,29.350000,30.299999,27.477242,635362
2016-01-11,29.950001,31.049999,29.299999,30.299999,27.477242,799463
2016-01-12,30.450001,30.750000,28.750000,28.950001,26.253012,617290
2016-01-13,29.200001,29.600000,27.000000,28.549999,25.890278,1019935
2016-01-14,27.400000,28.700001,27.400000,28.500000,25.844934,678425
2016-01-15,28.799999,28.799999,27.500000,27.799999,25.210154,559304
2016-01-18,27.500000,27.750000,26.549999,26.950001,24.439335,491265
2016-01-19,27.000000,28.850000,26.549999,27.750000,25.164804,492367
2016-01-20,27.350000,27.600000,26.250000,26.650000,24.167284,384765
2016-01-21,27.299999,27.600000,25.950001,26.100000,23.668520,344788
2016-01-22,26.900000,27.150000,26.400000,26.950001,24.439335,246097
2016-01-25,27.100000,27.450001,27.049999,27.299999,24.756731,86601
2016-01-27,27.500000,27.600000,26.650000,26.850000,24.348654,173580
2016-01-28,26.950001,27.350000,26.549999,27.049999,24.530016,138058
2016-01-29,27.200001,28.850000,27.200001,28.600000,25.935619,490903
2016-02-01,28.200001,29.400000,28.100000,29.200001,26.479723,535737
2016-02-02,29.200001,30.000000,27.900000,28.150000,25.527542,3078744
2016-02-03,28.200001,28.850000,27.600000,28.350000,25.708912,592888
2016-02-04,29.299999,29.950001,28.100000,28.299999,25.663567,497361
2016-02-05,28.450001,29.900000,28.000000,29.600000,26.842459,394479
2016-02-08,29.900000,29.900000,28.600000,29.000000,26.298351,361348
2016-02-09,29.250000,29.750000,28.799999,29.400000,26.661093,279912
2016-02-10,29.450001,30.400000,28.850000,29.950001,27.159853,581586
2016-02-11,29.850000,30.150000,28.000000,28.400000,25.754251,743278
2016-02-12,28.900000,29.750000,26.200001,28.500000,25.844934,966844
2016-02-15,30.500000,32.500000,30.350000,31.799999,28.837505,1119581
2016-02-16,32.299999,32.299999,29.700001,30.100000,27.295881,252137
2016-02-17,29.450001,30.750000,28.950001,30.549999,27.703959,284084
2016-02-18,31.200001,32.750000,31.200001,32.049999,29.064215,800366
2016-02-19,32.000000,32.000000,31.200001,31.400000,28.474770,152462
2016-02-22,31.799999,31.850000,30.850000,31.250000,28.338743,144306
2016-02-23,30.850000,31.200001,30.600000,31.000000,28.522762,153337
2016-02-24,31.700001,31.700001,30.000000,30.750000,28.292742,245336
2016-02-25,31.500000,31.500000,29.400000,29.850000,27.464661,253899
2016-02-26,30.400000,31.350000,30.150000,30.650000,28.200735,238801
2016-02-29,30.950001,31.500000,29.950001,30.200001,27.786692,226794
2016-03-01,31.150000,31.650000,30.350000,31.450001,28.936802,277968
2016-03-02,32.099998,32.099998,31.400000,31.750000,29.212830,251441
2016-03-03,32.000000,32.549999,31.799999,32.000000,29.442852,279968
2016-03-04,32.450001,32.650002,31.950001,32.000000,29.442852,161480
2016-03-08,32.299999,33.299999,32.000000,33.099998,30.454952,330463
2016-03-09,33.099998,34.500000,32.549999,34.000000,31.283031,310948
2016-03-10,34.099998,35.950001,34.000000,34.950001,32.157112,578733
2016-03-11,35.250000,35.450001,33.849998,33.950001,31.237028,276246
2016-03-14,34.049999,35.950001,34.049999,35.549999,32.709175,346710
2016-03-15,35.750000,35.750000,34.250000,34.650002,31.881084,267947
2016-03-16,35.599998,35.599998,34.349998,35.200001,32.387138,149244
2016-03-17,35.900002,35.900002,35.099998,35.450001,32.617157,116185
2016-03-18,35.799999,36.299999,35.700001,36.150002,33.261230,297334
2016-03-21,36.299999,36.349998,35.799999,36.099998,33.215221,165203
2016-03-22,36.400002,36.400002,34.799999,34.950001,32.563030,227294
2016-03-23,35.349998,35.849998,34.650002,34.849998,32.469860,245821
2016-03-28,35.150002,35.599998,33.799999,34.099998,31.771076,321457
2016-03-29,34.150002,36.250000,34.000000,35.450001,33.028877,411011
2016-03-30,35.950001,36.049999,35.200001,35.599998,33.168625,146343
2016-03-31,35.500000,35.700001,34.849998,34.950001,32.563030,123709
2016-04-01,34.950001,35.299999,34.500000,34.849998,32.469860,163029
2016-04-04,35.700001,35.700001,34.650002,35.000000,32.609612,277745
2016-04-05,35.400002,35.500000,34.500000,35.049999,32.656189,230043
2016-04-06,34.650002,35.250000,34.650002,34.849998,32.469860,141414
2016-04-07,35.799999,36.000000,34.849998,35.750000,33.308392,224809
2016-04-08,36.000000,38.099998,35.700001,37.900002,35.311550,900333
2016-04-11,38.250000,38.500000,36.900002,37.650002,35.078613,379096
2016-04-12,37.099998,38.250000,37.099998,37.849998,35.264969,222770
2016-04-13,38.000000,38.750000,37.849998,38.250000,35.637646,203165
2016-04-18,38.299999,38.349998,37.750000,38.200001,35.591064,95245
2016-04-20,38.200001,40.099998,38.200001,39.799999,37.081779,518452
2016-04-21,39.950001,40.500000,38.099998,38.750000,36.103493,354594
2016-04-22,39.099998,39.299999,38.299999,38.900002,36.243259,219730
2016-04-25,39.799999,40.349998,38.950001,39.599998,36.895439,355723
2016-04-26,39.900002,40.349998,39.599998,40.049999,37.314713,250155
2016-04-27,39.299999,41.000000,39.299999,40.500000,37.733974,318636
2016-04-28,40.900002,40.900002,39.299999,39.549999,36.848862,223362
2016-04-29,39.650002,40.150002,39.200001,40.000000,37.268127,210265
2016-05-02,40.400002,40.500000,39.599998,39.849998,37.128376,227980
2016-05-03,40.099998,40.349998,38.500000,39.000000,36.336426,354460
2016-05-04,39.000000,39.299999,38.700001,38.900002,36.243259,121725
2016-05-05,38.849998,40.000000,38.799999,39.750000,37.035194,321791
2016-05-06,39.950001,39.950001,38.900002,39.349998,36.662521,157907
2016-05-09,40.349998,41.250000,39.750000,40.750000,37.966904,319704
2016-05-10,40.900002,41.650002,40.250000,41.349998,38.525921,284076
2016-05-11,40.099998,41.750000,39.900002,41.599998,38.758850,348260
2016-05-12,42.400002,42.599998,41.650002,41.900002,39.038376,487151
2016-05-13,45.000000,50.250000,45.000000,50.250000,46.818089,5835849
2016-05-16,50.849998,51.799999,46.849998,47.700001,44.442238,2000153
2016-05-17,48.200001,49.650002,47.549999,48.750000,45.420525,690997
2016-05-18,48.799999,49.650002,47.950001,49.099998,45.746624,338420
2016-05-19,49.000000,51.450001,48.349998,49.900002,46.491982,1048790
2016-05-20,50.299999,50.500000,48.099998,48.799999,45.467117,404158
2016-05-23,48.900002,55.150002,48.900002,53.000000,49.380268,2177008
2016-05-24,53.799999,55.500000,53.099998,54.299999,50.591488,1373866
2016-05-25,54.599998,55.000000,53.549999,54.000000,50.311974,470469
2016-05-26,54.099998,54.200001,51.299999,52.099998,48.541733,520811
2016-05-27,52.450001,54.799999,51.500000,53.849998,50.172211,614468
2016-05-30,54.000000,54.599998,52.500000,52.750000,49.147343,367386
2016-05-31,53.299999,54.299999,51.400002,53.700001,50.032463,574576
2016-06-01,53.849998,55.750000,53.000000,54.150002,50.451729,582373
2016-06-02,54.650002,54.650002,52.299999,52.900002,49.287098,372962
2016-06-03,54.000000,57.900002,53.900002,56.849998,52.967323,2498545
2016-06-06,57.000000,57.700001,55.200001,55.700001,51.895863,810694
2016-06-07,56.299999,59.200001,56.099998,58.200001,54.225121,1285605
2016-06-08,58.200001,58.750000,57.099998,57.900002,53.945614,580988
2016-06-09,58.700001,58.700001,57.000000,57.500000,53.572933,548880
2016-06-10,57.049999,59.299999,57.000000,57.400002,53.479763,644023
2016-06-13,57.000000,57.700001,55.849998,56.099998,52.268543,462954
2016-06-14,56.700001,57.849998,56.500000,57.450001,53.526348,352641
2016-06-15,57.799999,58.549999,57.349998,57.650002,53.712688,259987
2016-06-16,58.500000,59.750000,57.799999,59.049999,55.017071,1044104
2016-06-17,59.849998,60.500000,57.799999,58.650002,54.644386,1190587
2016-06-20,58.650002,60.500000,58.000000,59.700001,55.622684,700047
2016-06-21,60.200001,64.900002,59.900002,63.750000,59.396072,2308660
2016-06-22,64.250000,66.300003,63.200001,64.199997,59.815342,1673028
2016-06-23,64.800003,65.500000,62.150002,63.400002,59.069977,629556
2016-06-24,60.900002,66.449997,58.349998,65.900002,61.399239,2835977
2016-06-27,66.900002,67.699997,65.099998,65.650002,61.166306,1196131
2016-06-28,66.500000,66.900002,65.349998,66.300003,61.771923,788018
2016-06-29,66.550003,68.099998,66.550003,67.300003,62.703636,1125017
2016-06-30,68.250000,69.500000,67.550003,68.949997,64.240936,687612
2016-07-01,69.800003,72.599998,69.199997,72.000000,67.082619,1432258
2016-07-04,72.900002,81.699997,72.699997,77.800003,72.486519,4739256
2016-07-05,78.349998,78.699997,75.050003,76.150002,70.949196,1389240
2016-07-07,76.400002,79.800003,76.400002,78.800003,73.418221,1378062
2016-07-08,79.000000,79.599998,77.099998,78.000000,72.672852,565039
2016-07-11,79.500000,80.650002,77.849998,78.099998,72.766006,900695
2016-07-12,78.699997,78.699997,77.099998,77.650002,72.346741,675784
2016-07-13,77.300003,78.000000,73.050003,73.800003,68.759689,1000392
2016-07-14,74.250000,75.650002,72.800003,73.150002,68.154091,641542
2016-07-15,73.250000,74.650002,73.250000,73.699997,68.666512,539167
2016-07-18,73.949997,77.300003,73.949997,74.550003,69.458466,831486
2016-07-19,74.800003,75.550003,73.900002,74.800003,69.691406,382051
2016-07-20,75.449997,77.199997,75.300003,76.400002,71.182129,495354
2016-07-21,76.550003,77.199997,74.699997,75.000000,69.877747,375266
2016-07-22,75.000000,76.000000,73.750000,75.099998,69.970901,476742
2016-07-25,76.150002,76.599998,74.800003,75.900002,70.716270,395593
2016-07-26,76.500000,79.300003,76.199997,77.400002,72.113823,1366778
2016-07-27,77.949997,79.300003,76.650002,78.250000,72.905785,522759
2016-07-28,78.900002,83.150002,78.349998,80.550003,75.048698,1531017
2016-07-29,81.300003,82.449997,79.699997,81.900002,76.306488,937443
2016-08-01,82.000000,89.500000,82.000000,86.099998,80.219658,3754973
2016-08-02,87.150002,89.699997,86.000000,87.849998,81.850121,2154918
2016-08-03,87.849998,88.500000,80.650002,83.449997,77.750626,2034559
2016-08-04,85.000000,87.150002,83.300003,85.650002,79.800385,804660
2016-08-05,86.500000,87.650002,85.150002,86.250000,80.359398,722304
2016-08-08,86.650002,91.800003,86.650002,91.349998,85.111084,1813265
2016-08-09,92.000000,92.349998,85.650002,87.349998,81.384270,3373188
2016-08-10,90.400002,91.199997,86.750000,88.449997,82.409142,2974602
2016-08-11,88.300003,88.849998,82.400002,84.849998,79.055016,1399316
2016-08-12,84.900002,86.900002,82.400002,86.099998,80.219658,1388610
2016-08-16,86.099998,88.150002,85.050003,87.199997,81.244530,1038092
2016-08-17,87.750000,87.949997,85.750000,86.150002,80.266235,528971
2016-08-18,86.400002,88.800003,85.900002,87.750000,81.756950,1367745
2016-08-19,87.849998,88.550003,86.199997,87.400002,81.430847,599944
2016-08-22,87.550003,88.400002,86.099998,87.599998,82.086807,534109
2016-08-23,88.199997,88.199997,86.099998,86.550003,81.102882,296667
2016-08-24,86.849998,87.400002,85.099998,85.500000,80.118973,452200
2016-08-25,85.599998,85.750000,80.949997,81.449997,76.323845,914199
2016-08-26,82.550003,84.400002,82.349998,83.099998,77.870010,737134
2016-08-29,83.449997,85.199997,82.699997,84.800003,79.463028,466587
2016-08-30,85.500000,85.550003,84.449997,84.650002,79.322472,414002
2016-08-31,85.199997,86.599998,83.599998,85.400002,80.025253,587751
2016-09-01,85.750000,85.750000,83.500000,83.750000,78.479111,307239
2016-09-02,84.199997,87.699997,83.300003,87.250000,81.758835,725242
2016-09-06,87.449997,88.500000,86.199997,86.699997,81.243431,496247
2016-09-07,86.599998,90.500000,86.599998,89.949997,84.288895,1372167
2016-09-08,90.900002,93.000000,88.750000,92.699997,86.865807,1317767
2016-09-09,92.699997,94.000000,89.099998,89.800003,84.148338,1217320
2016-09-12,86.949997,90.800003,85.599998,90.099998,84.429459,842732
2016-09-14,91.099998,95.699997,90.400002,95.349998,89.349045,1462224
2016-09-15,96.400002,97.800003,95.500000,96.099998,90.051842,716967
2016-09-16,97.000000,98.500000,92.449997,95.150002,89.161644,653695
2016-09-19,97.050003,98.849998,95.800003,96.400002,90.332954,419369
2016-09-20,96.550003,97.199997,95.099998,96.050003,90.004990,291220
2016-09-21,96.500000,97.000000,94.199997,95.900002,89.864441,440830
2016-09-22,96.900002,98.000000,95.400002,97.449997,91.316864,560616
2016-09-23,98.000000,99.199997,96.599998,97.400002,91.270035,559090
2016-09-26,97.949997,99.900002,96.599998,97.449997,91.316864,826759
2016-09-27,98.199997,101.000000,97.550003,98.800003,92.581917,789700
2016-09-28,99.349998,99.449997,97.800003,98.150002,91.972824,359864
2016-09-29,98.150002,98.250000,84.949997,88.800003,83.211288,1911631
2016-09-30,87.500000,92.849998,87.500000,91.599998,85.835052,688357
2016-10-03,92.500000,94.900002,92.500000,94.400002,88.458824,2205595
2016-10-04,94.400002,96.250000,92.699997,93.750000,87.849739,694614
2016-10-05,92.099998,94.550003,91.650002,92.500000,86.678421,499622
2016-10-06,93.349998,94.150002,91.900002,92.550003,86.725266,438038
2016-10-07,92.500000,93.250000,91.500000,92.500000,86.678421,311333
2016-10-10,92.849998,93.550003,91.150002,91.550003,85.788193,298015
2016-10-13,91.550003,95.599998,89.099998,94.150002,88.224579,565464
2016-10-14,95.000000,95.000000,92.400002,94.400002,88.458824,271248
2016-10-17,94.800003,97.699997,93.900002,96.849998,90.754631,445852
2016-10-18,97.300003,103.199997,97.000000,101.650002,95.252541,861611
2016-10-19,104.949997,105.199997,102.050003,102.599998,96.142754,1329330
2016-10-20,103.199997,104.000000,102.000000,102.400002,95.955338,296980
2016-10-21,103.400002,103.400002,99.199997,99.800003,93.518990,304109
2016-10-24,98.250000,100.900002,97.900002,98.349998,92.160225,311942
2016-10-25,99.000000,106.750000,98.400002,104.500000,97.923180,1335527
2016-10-26,103.000000,104.900002,102.099998,103.400002,96.892403,333807
2016-10-27,102.000000,102.849998,99.150002,99.949997,93.659523,633207
2016-10-28,100.000000,102.900002,100.000000,102.150002,95.721085,441082
2016-11-01,102.699997,103.300003,101.550003,102.650002,96.189598,248939
2016-11-02,100.000000,101.300003,98.500000,99.599998,93.331566,362886
2016-11-03,102.000000,102.199997,99.699997,100.349998,94.034370,456148
2016-11-04,97.250000,101.300003,94.250000,98.400002,92.207077,606686
2016-11-07,99.199997,100.199997,98.050003,99.400002,93.144150,345319
2016-11-08,100.400002,103.300003,99.650002,102.800003,96.330170,518797
2016-11-09,89.099998,99.500000,82.550003,98.000000,91.832260,2347154
2016-11-10,104.500000,104.500000,98.500000,102.150002,95.721085,1578877
2016-11-11,99.699997,99.699997,88.099998,89.900002,84.242043,1843966
2016-11-15,89.900002,89.900002,71.949997,74.949997,70.232941,2536270
2016-11-16,77.000000,82.800003,66.099998,77.900002,72.997276,3179987
2016-11-17,78.250000,80.900002,77.300003,78.300003,73.372108,752981
2016-11-18,78.300003,78.599998,75.000000,75.800003,71.485931,997089
2016-11-21,75.900002,76.250000,67.250000,69.900002,65.921730,1738211
2016-11-22,70.300003,74.800003,70.050003,73.849998,70.148689,911577
2016-11-23,76.000000,78.300003,75.599998,77.500000,73.615753,819826
2016-11-24,77.500000,77.500000,72.849998,73.250000,69.578773,619101
2016-11-25,73.300003,75.000000,72.000000,73.949997,70.243668,772971
2016-11-28,73.250000,74.250000,72.000000,72.400002,68.771362,595994
2016-11-29,72.800003,78.050003,72.800003,76.400002,72.570885,1410677
2016-11-30,78.000000,78.500000,76.599998,76.949997,73.093323,436647
2016-12-01,79.000000,79.000000,73.550003,74.199997,70.481148,568099
2016-12-02,74.900002,74.900002,70.000000,73.000000,69.341301,687797
2016-12-05,72.099998,73.500000,71.050003,71.449997,67.868973,421396
2016-12-06,73.000000,75.500000,72.449997,74.250000,70.528648,539243
2016-12-07,74.300003,76.449997,72.599998,73.300003,69.626274,467594
2016-12-08,76.900002,76.900002,73.500000,73.849998,70.148689,411617
2016-12-09,75.000000,75.250000,73.500000,73.750000,70.053711,359599
2016-12-12,74.000000,74.000000,70.300003,70.800003,67.251556,416658
2016-12-13,71.250000,71.250000,68.800003,70.349998,66.824112,371680
2016-12-14,70.550003,72.800003,69.000000,69.400002,65.921730,569650
2016-12-15,69.500000,70.650002,67.849998,68.650002,65.209305,485526
2016-12-16,69.300003,69.550003,66.599998,67.150002,63.784477,373009
2016-12-19,67.050003,67.099998,63.000000,63.200001,60.032459,741070
2016-12-20,63.500000,64.349998,60.000000,60.250000,57.230312,708916
2016-12-21,60.549999,63.549999,58.599998,62.250000,59.130077,932135
2016-12-22,62.599998,63.200001,60.099998,60.400002,57.372795,802633
2016-12-23,60.450001,62.150002,59.700001,61.000000,57.942726,603805
2016-12-26,60.900002,60.900002,57.799999,58.650002,55.710503,402921
2016-12-27,58.750000,63.200001,58.700001,62.599998,59.462532,751311
2016-12-28,63.000000,66.800003,62.049999,65.699997,62.407166,1116308
2016-12-29,65.849998,68.349998,65.300003,66.349998,63.024590,822312
2016-12-30,67.750000,68.750000,66.699997,67.250000,63.879471,477040
2017-01-02,68.000000,69.300003,67.500000,68.900002,65.446785,312358
2017-01-03,69.000000,73.000000,68.199997,72.500000,68.866348,718610
2017-01-04,73.400002,73.800003,69.000000,69.449997,65.969215,878134
2017-01-05,70.949997,71.449997,70.150002,70.650002,67.109070,286427
