id,name,retailer,synonyms,status,Progress,date_created,date_updated,Matching Brand name,Confidence Score,Automated Status
4162442,Haven Fits Over Sunwear,walmart-us,,pending,,2018-08-24 18:45:52,,,,
4162443,inov_8,walmart-us,,pending,,2018-08-24 18:45:52,,,,
4162444,TrinaTurk,walmart-us,,pending,,2018-08-24 18:45:52,,,,
4162421,Tilex,walmart-us,,pending,,2018-08-24 18:45:51,,,,
4162422,JapanBargain,walmart-us,,pending,,2018-08-24 18:45:51,,,,
4162423,RapidLash?,walmart-us,,pending,,2018-08-24 18:45:51,,,,
4162424,Tin Haul Shoes,walmart-us,,pending,,2018-08-24 18:45:51,,,,
4162425,Vaneli Footwear,walmart-us,,pending,,2018-08-24 18:45:51,,,,
4162426,David Cline,walmart-us,,pending,,2018-08-24 18:45:51,,,,
4162427,First Class,walmart-us,,pending,,2018-08-24 18:45:51,,,,
4162428,Devon & Jones Classic,walmart-us,,pending,,2018-08-24 18:45:51,,,,
4162429,Rafella Comfort,walmart-us,,pending,,2018-08-24 18:45:51,,,,
4162430,Tru-Ray,walmart-us,,pending,,2018-08-24 18:45:51,,,,
4162431,IMD Trading,walmart-us,,pending,,2018-08-24 18:45:51,,,,
4162432,DECOR FLAME,walmart-us,,pending,,2018-08-24 18:45:51,,,,
4162433,Dr Teal's,walmart-us,,pending,,2018-08-24 18:45:51,,,,
4162434,Aviation Collectibles International,walmart-us,,pending,,2018-08-24 18:45:51,,,,
4162435,Nine Stars,walmart-us,,pending,,2018-08-24 18:45:51,,,,
4162436,Emily Rose,walmart-us,,pending,,2018-08-24 18:45:51,,,,
4162437,Unity Tactical,walmart-us,,pending,,2018-08-24 18:45:51,,,,
4162415,Caddy Bay Collection,walmart-us,,pending,,2018-08-24 18:45:45,,,,
4162416,Gildan Activewear,walmart-us,,pending,,2018-08-24 18:45:45,,,,
4162417,Blue Stich,walmart-us,,pending,,2018-08-24 18:45:45,,,,
4162418,Deago,walmart-us,,pending,,2018-08-24 18:45:45,,,,
4162419,Venzo,walmart-us,,pending,,2018-08-24 18:45:45,,,,
4162420,Coats Yarn,walmart-us,,pending,,2018-08-24 18:45:45,,,,
4162408,Naturtint,walmart-us,,pending,,2018-08-24 18:45:44,,,,
4162409,TY Beanie Baby,walmart-us,,pending,,2018-08-24 18:45:44,,,,
4162410,Fifth Avenue Manufacturers,walmart-us,,pending,,2018-08-24 18:45:44,,,,
4162411,Powerlet,walmart-us,,pending,,2018-08-24 18:45:44,,,,
4162412,Playtex 18 Hour,walmart-us,,pending,,2018-08-24 18:45:44,,,,
4162413,Studio Works,walmart-us,,pending,,2018-08-24 18:45:44,,,,
4162414,LINERZ,walmart-us,,pending,,2018-08-24 18:45:44,,,,
4162394,Sama,walmart-us,,pending,,2018-08-24 18:45:43,,,,
4162395,Body Benefits by Body Image,walmart-us,,pending,,2018-08-24 18:45:43,,,,
4162396,1981 Jewelry Company,walmart-us,,pending,,2018-08-24 18:45:43,,,,
4162397,Holy Land Gifts,walmart-us,,pending,,2018-08-24 18:45:43,,,,
4162398,Boston Trader,walmart-us,,pending,,2018-08-24 18:45:43,,,,
4162399,Nantucket Home,walmart-us,,pending,,2018-08-24 18:45:43,,,,
4162400,Nap,walmart-us,,pending,,2018-08-24 18:45:43,,,,
4162401,Trim,walmart-us,,pending,,2018-08-24 18:45:43,,,,
4162402,Grumpy and Gorgeous,walmart-us,,pending,,2018-08-24 18:45:43,,,,
4162403,Sweet Home Collection,walmart-us,,pending,,2018-08-24 18:45:43,,,,
4162404,Ricola,walmart-us,,pending,,2018-08-24 18:45:43,,,,
4162405,Sitara Collections,walmart-us,,pending,,2018-08-24 18:45:43,,,,
4162406,Palm Beach Beaute,walmart-us,,pending,,2018-08-24 18:45:43,,,,
4162407,Claudia Ev,walmart-us,,pending,,2018-08-24 18:45:43,,,,
4162385,Trash Nouveau,walmart-us,,pending,,2018-08-24 18:45:42,,,,
4162386,Se7en20,walmart-us,,pending,,2018-08-24 18:45:42,,,,
4162387,Accuform Signs,walmart-us,,pending,,2018-08-24 18:45:42,,,,
4162388,Puss in Boots,walmart-us,,pending,,2018-08-24 18:45:42,,,,
4162389,Wish&Co.,walmart-us,,pending,,2018-08-24 18:45:42,,,,
4162390,ROMIRUS,walmart-us,,pending,,2018-08-24 18:45:42,,,,
4162391,Black Hills Gold Jewelry by TRJ Concepts,walmart-us,,pending,,2018-08-24 18:45:42,,,,
4162392,Fraser Optics,walmart-us,,pending,,2018-08-24 18:45:42,,,,
4162393,Baby Jett Setters,walmart-us,,pending,,2018-08-24 18:45:42,,,,
4162381,betty blue,walmart-us,,pending,,2018-08-24 18:45:37,,,,
4162382,Sparta 2002 Designs & Promotions,walmart-us,,pending,,2018-08-24 18:45:37,,,,
4162383,McCormick,walmart-us,,pending,,2018-08-24 18:45:37,,,,
4162384,Scale Sports,walmart-us,,pending,,2018-08-24 18:45:37,,,,
4162373,Hiland,walmart-us,,pending,,2018-08-24 18:45:36,,,,
4162374,DOWN HOME,walmart-us,,pending,,2018-08-24 18:45:36,,,,
4162375,Dynasty Hardware,walmart-us,,pending,,2018-08-24 18:45:36,,,,
4162376,Fiorentina Ltd.,walmart-us,,pending,,2018-08-24 18:45:36,,,,
4162377,Diamond Queen,walmart-us,,pending,,2018-08-24 18:45:36,,,,
4162378,TOMSHOO,walmart-us,,pending,,2018-08-24 18:45:36,,,,
4162379,SKB Cases,walmart-us,,pending,,2018-08-24 18:45:36,,,,
4162380,ROBINS JEAN,walmart-us,,pending,,2018-08-24 18:45:36,,,,
4162361,Cesar,walmart-us,,pending,,2018-08-24 18:45:35,,,,
4162362,Splash and Bubbles,walmart-us,,pending,,2018-08-24 18:45:35,,,,
4162363,not specified,walmart-us,,pending,,2018-08-24 18:45:35,,,,
4162364,verdero,walmart-us,,pending,,2018-08-24 18:45:35,,,,
4162365,Aiking Home Collection,walmart-us,,pending,,2018-08-24 18:45:35,,,,
4162366,BlueAvocado-Ross Bennett,walmart-us,,pending,,2018-08-24 18:45:35,,,,
4162367,NEGRA MODELO,walmart-us,,pending,,2018-08-24 18:45:35,,,,
4162368,Batman Arkham Asylum,walmart-us,,pending,,2018-08-24 18:45:35,,,,
4162369,SMART ROD,walmart-us,,pending,,2018-08-24 18:45:35,,,,
4162370,Smart Mom Jewelry,walmart-us,,pending,,2018-08-24 18:45:35,,,,
4162371,Bl,walmart-us,,pending,,2018-08-24 18:45:35,,,,
4162372,JUVITUS,walmart-us,,pending,,2018-08-24 18:45:35,,,,
4162352,Daron Toys,walmart-us,,pending,,2018-08-24 18:45:34,,,,
4162353,Lux-Decor collection,walmart-us,,pending,,2018-08-24 18:45:34,,,,
4162354,Ilco,walmart-us,,pending,,2018-08-24 18:45:34,,,,
4162355,Eternally Haute,walmart-us,,pending,,2018-08-24 18:45:34,,,,
4162356,Aleene's,walmart-us,,pending,,2018-08-24 18:45:34,,,,
4162357,American Weigh,walmart-us,,pending,,2018-08-24 18:45:34,,,,
4162358,Highfive,walmart-us,,pending,,2018-08-24 18:45:34,,,,
4162359,Mega BDU Caps,walmart-us,,pending,,2018-08-24 18:45:34,,,,
4162360,e.l.f. Cosmetics,walmart-us,,invalid,,2018-08-24 18:45:34,2018-08-29 02:34:52,,,
4162348,Freshware,walmart-us,,pending,,2018-08-24 18:45:25,,,,
4162349,Eric Carle LLC,walmart-us,,pending,,2018-08-24 18:45:25,,,,
4162350,MYLEYON,walmart-us,,pending,,2018-08-24 18:45:25,,,,
4162351,My Kinda Girl,walmart-us,,pending,,2018-08-24 18:45:25,,,,
4162336,A-Power,walmart-us,,pending,,2018-08-24 18:45:24,,,,
4162337,Travel John,walmart-us,,pending,,2018-08-24 18:45:24,,,,
4162338,Thaneeya Sugar Skulls,walmart-us,,pending,,2018-08-24 18:45:24,,,,
4162339,Shop Bedding,walmart-us,,pending,,2018-08-24 18:45:24,,,,
4162340,ILH,walmart-us,,pending,,2018-08-24 18:45:24,,,,
4162341,BRENTWOOD APPLICANCES,walmart-us,,pending,,2018-08-24 18:45:24,,,,
4162342,CanDo,walmart-us,,pending,,2018-08-24 18:45:24,,,,
4162343,40Nine,walmart-us,,pending,,2018-08-24 18:45:24,,,,
4162344,Oreimo 2,walmart-us,,pending,,2018-08-24 18:45:24,,,,
4162345,Extra wide,walmart-us,,pending,,2018-08-24 18:45:24,,,,
4162346,Comfort Products,walmart-us,,pending,,2018-08-24 18:45:24,,,,
4162347,Seahorse Protective Equipment Cases,walmart-us,,pending,,2018-08-24 18:45:24,,,,
4162321,Copic,walmart-us,,pending,,2018-08-24 18:45:23,,,,
4162322,MSK Women,walmart-us,,pending,,2018-08-24 18:45:23,,,,
4162323,LUXE STUDIO,walmart-us,,pending,,2018-08-24 18:45:23,,,,
4162324,Restricted Kids,walmart-us,,pending,,2018-08-24 18:45:23,,,,
4162325,SOXY,walmart-us,,pending,,2018-08-24 18:45:23,,,,
4162326,Mio Marino,walmart-us,,pending,,2018-08-24 18:45:23,,,,
4162327,Tolbert Yilmaz Manufacturing,walmart-us,,pending,,2018-08-24 18:45:23,,,,
4162328,Constantinople Mint,walmart-us,,pending,,2018-08-24 18:45:23,,,,
4162329,Gymax,walmart-us,,pending,,2018-08-24 18:45:23,,,,
4162330,VinceCamuto,walmart-us,,pending,,2018-08-24 18:45:23,,,,
4162331,Brite I.D.,walmart-us,,pending,,2018-08-24 18:45:23,,,,
4162332,Blackberry,walmart-us,,pending,,2018-08-24 18:45:23,,,,
4162333,Sports Bags by Mojolicensing,walmart-us,,pending,,2018-08-24 18:45:23,,,,
4162334,World Wide Sportsman,walmart-us,,valid,,2018-08-24 18:45:23,2018-09-19 16:22:52,,,
4162335,B Jewelry Collection,walmart-us,,pending,,2018-08-24 18:45:23,,,,
4162317,Stuffems Toy Shop,walmart-us,,pending,,2018-08-24 18:45:22,,,,
4162318,JAKE'S CAB SOLUTIONS,walmart-us,,pending,,2018-08-24 18:45:22,,,,
4162319,FunnyDogClothes,walmart-us,,pending,,2018-08-24 18:45:22,,,,
4162320,STEVIA IN THE RAW,walmart-us,,pending,,2018-08-24 18:45:22,,,,
4162311,Aeronautica,walmart-us,,pending,,2018-08-24 18:45:18,,,,
4162312,Fresh Aire,walmart-us,,pending,,2018-08-24 18:45:18,,,,
4162313,RWHO14,walmart-us,,pending,,2018-08-24 18:45:18,,,,
4162314,Germ-X,walmart-us,,pending,,2018-08-24 18:45:18,,,,
4162315,Zurn Pex,walmart-us,,pending,,2018-08-24 18:45:18,,,,
4162316,Denim Trends,walmart-us,,pending,,2018-08-24 18:45:18,,,,
4162308,Apple Barrel,walmart-us,,pending,,2018-08-24 18:45:17,,,,
4162309,Dover Publications,walmart-us,,pending,,2018-08-24 18:45:17,,,,
4162310,BP Aromatherapy,walmart-us,,pending,,2018-08-24 18:45:17,,,,
4162304,Wald Imports,walmart-us,,pending,,2018-08-24 18:45:16,,,,
4162305,JewelMORE.com,walmart-us,,pending,,2018-08-24 18:45:16,,,,
4162306,Clear cut inc,walmart-us,,pending,,2018-08-24 18:45:16,,,,
4162307,Terra & Sky,walmart-us,,pending,,2018-08-24 18:45:16,,,,
4162300,RED PANDA by Maevn,walmart-us,,pending,,2018-08-24 18:45:16,,,,
4162301,Sleeping Beauty,walmart-us,,pending,,2018-08-24 18:45:16,,,,
4162302,Anchor Hocking,walmart-us,,pending,,2018-08-24 18:45:16,,,,
4162303,Pendaflex,walmart-us,,pending,,2018-08-24 18:45:16,,,,
4162291,TOPCUL,walmart-us,,pending,,2018-08-24 18:45:15,,,,
4162292,G.H. Bass & Co,walmart-us,,pending,,2018-08-24 18:45:15,,,,
4162293,Estwing,walmart-us,,pending,,2018-08-24 18:45:15,,,,
4162294,WANDF,walmart-us,,pending,,2018-08-24 18:45:15,,,,
4162295,Worthy Promotional Products,walmart-us,,pending,,2018-08-24 18:45:15,,,,
4162296,Wally Bags,walmart-us,,pending,,2018-08-24 18:45:15,,,,
4162297,Hot-Z Golf,walmart-us,,pending,,2018-08-24 18:45:15,,,,
4162298,John Bead Corporation,walmart-us,,pending,,2018-08-24 18:45:15,,,,
4162299,Piggy Paint,walmart-us,,pending,,2018-08-24 18:45:15,,,,
4162289,Comet®,walmart-us,,pending,,2018-08-24 18:45:14,,,,
4162290,fly-freely,walmart-us,,pending,,2018-08-24 18:45:14,,,,
4162288,"Global Design Concepts, Inc",walmart-us,,pending,,2018-08-24 18:45:12,,,,
4162281,TravelMore,walmart-us,,pending,,2018-08-24 18:45:07,,,,
4162282,AsWeChange,walmart-us,,pending,,2018-08-24 18:45:07,,,,
4162283,Fanynova,walmart-us,,pending,,2018-08-24 18:45:07,,,,
4162284,Retro Fit,walmart-us,,pending,,2018-08-24 18:45:07,,,,
4162285,LEMYSTERE,walmart-us,,pending,,2018-08-24 18:45:07,,,,
4162286,ORIGINAL DELUXE,walmart-us,,pending,,2018-08-24 18:45:07,,,,
4162287,Vinci,walmart-us,,pending,,2018-08-24 18:45:07,,,,
4162275,Gripper,walmart-us,,pending,,2018-08-24 18:45:06,,,,
4162276,Ricardo Luggage,walmart-us,,pending,,2018-08-24 18:45:06,,,,
4162277,Purina Dog Chow,walmart-us,,pending,,2018-08-24 18:45:06,,,,
4162278,Purex,walmart-us,,pending,,2018-08-24 18:45:06,,,,
4162279,Birdy Boutique,walmart-us,,pending,,2018-08-24 18:45:06,,,,
4162280,Cosco®,walmart-us,,pending,,2018-08-24 18:45:06,,,,
4162265,Snap,walmart-us,,pending,,2018-08-24 18:45:05,,,,
4162266,Toneka,walmart-us,,pending,,2018-08-24 18:45:05,,,,
4162267,Samboro Luggage Canada Corporation,walmart-us,,pending,,2018-08-24 18:45:05,,,,
4162268,Veegul,walmart-us,,pending,,2018-08-24 18:45:05,,,,
4162269,Journals Unlimited,walmart-us,,pending,,2018-08-24 18:45:05,,,,
4162270,secure,walmart-us,,pending,,2018-08-24 18:45:05,,,,
4162271,DASH Medical Gloves,walmart-us,,pending,,2018-08-24 18:45:05,,,,
4162272,PGATour,walmart-us,,pending,,2018-08-24 18:45:05,,,,
4162273,TVTD,walmart-us,,pending,,2018-08-24 18:45:05,,,,
4162274,Chariot Luggage,walmart-us,,pending,,2018-08-24 18:45:05,,,,
4162252,GoAnywhere,walmart-us,,pending,,2018-08-24 18:45:04,,,,
4162253,Fit Me,walmart-us,,pending,,2018-08-24 18:45:04,,,,
4162254,Kaba Ilco,walmart-us,,pending,,2018-08-24 18:45:04,,,,
4162255,TAM WARE,walmart-us,,pending,,2018-08-24 18:45:04,,,,
4162256,Krylon,walmart-us,,pending,,2018-08-24 18:45:04,,,,
4162257,Beyond A Bag,walmart-us,,pending,,2018-08-24 18:45:04,,,,
4162258,Happy Holidays,walmart-us,,pending,,2018-08-24 18:45:04,,,,
4162259,Pop Fashionwear Inc.,walmart-us,,pending,,2018-08-24 18:45:04,,,,
4162260,Duck Brand Bubble Wrap,walmart-us,,pending,,2018-08-24 18:45:04,,,,
4162261,Long Lat Inc.,walmart-us,,pending,,2018-08-24 18:45:04,,,,
4162262,THE PIONEER WOMAN,walmart-us,,pending,,2018-08-24 18:45:04,,,,
4162263,Tazo,walmart-us,,pending,,2018-08-24 18:45:04,,,,
4162264,RIFLE KAYNEE,walmart-us,,pending,,2018-08-24 18:45:04,,,,
4162239,U.S. WARRIORS,walmart-us,,pending,,2018-08-24 18:45:03,,,,
4162240,Winsome Wood,walmart-us,,pending,,2018-08-24 18:45:03,,,,
4162241,Travelers Polo & Racquet Club,walmart-us,,pending,,2018-08-24 18:45:03,,,,
4162242,Donna Sorento,walmart-us,,pending,,2018-08-24 18:45:03,,,,
4162243,TEVISE,walmart-us,,pending,,2018-08-24 18:45:03,,,,
4162244,ZOOM BAIT,walmart-us,,pending,,2018-08-24 18:45:03,,,,
4162245,DirecTV,walmart-us,,pending,,2018-08-24 18:45:03,,,,
4162246,LoRan,walmart-us,,pending,,2018-08-24 18:45:03,,,,
4162247,Aurora Instruments,walmart-us,,pending,,2018-08-24 18:45:03,,,,
4162248,Ryno Gear,walmart-us,,pending,,2018-08-24 18:45:03,,,,
4162249,DC Mini,walmart-us,,pending,,2018-08-24 18:45:03,,,,
4162250,Basic LTD,walmart-us,,pending,,2018-08-24 18:45:03,,,,
4162251,Lush Cosmetics,walmart-us,,pending,,2018-08-24 18:45:03,,,,
4162234,Bold Look,walmart-us,,pending,,2018-08-24 18:44:57,,,,
4162235,Luxebell,walmart-us,,pending,,2018-08-24 18:44:57,,,,
4162236,L.A. GIRL,walmart-us,,pending,,2018-08-24 18:44:57,,,,
4162237,HomeCrate,walmart-us,,pending,,2018-08-24 18:44:57,,,,
4162238,Cotton Buds,walmart-us,,pending,,2018-08-24 18:44:57,,,,
4162228,Herringbone Chains,walmart-us,,pending,,2018-08-24 18:44:56,,,,
4162229,IVIEW,walmart-us,,pending,,2018-08-24 18:44:56,,,,
4162230,Mandel,walmart-us,,pending,,2018-08-24 18:44:56,,,,
4162231,Ziploc,walmart-us,,pending,,2018-08-24 18:44:56,,,,
4162232,DONNA SHARP INC,walmart-us,,pending,,2018-08-24 18:44:56,,,,
4162233,Wooden Mallet,walmart-us,,pending,,2018-08-24 18:44:56,,,,
4162220,Aspectek,walmart-us,,pending,,2018-08-24 18:44:55,,,,
4162221,b-Star,walmart-us,,pending,,2018-08-24 18:44:55,,,,
4162222,Mia Toro - Italy,walmart-us,,pending,,2018-08-24 18:44:55,,,,
4162223,Cable Matters,walmart-us,,pending,,2018-08-24 18:44:55,,,,
4162224,Pompeian,walmart-us,,pending,,2018-08-24 18:44:55,,,,
4162225,Similac,walmart-us,,pending,,2018-08-24 18:44:55,,,,
4162226,The Cuff,walmart-us,,pending,,2018-08-24 18:44:55,,,,
4162227,Kozmic,walmart-us,,pending,,2018-08-24 18:44:55,,,,
4162209,Mardi Gras Creations,walmart-us,,pending,,2018-08-24 18:44:54,,,,
4162210,Bodek And Rhodes,walmart-us,,pending,,2018-08-24 18:44:54,,,,
4162211,Cigar Oasis,walmart-us,,pending,,2018-08-24 18:44:54,,,,
4162212,Hanna K. Signature,walmart-us,,pending,,2018-08-24 18:44:54,,,,
4162213,Sundar Gem,walmart-us,,pending,,2018-08-24 18:44:54,,,,
4162214,Quaker,walmart-us,,pending,,2018-08-24 18:44:54,,,,
4162215,Prepworks,walmart-us,,pending,,2018-08-24 18:44:54,,,,
4162216,TailGator,walmart-us,,pending,,2018-08-24 18:44:54,,,,
4162217,Buy Caps and Hats,walmart-us,,pending,,2018-08-24 18:44:54,,,,
4162218,Sidney Kimmel Entertainment,walmart-us,,pending,,2018-08-24 18:44:54,,,,
4162219,JM DREAMLINE,walmart-us,,pending,,2018-08-24 18:44:54,,,,
4162205,Your Needs Company,walmart-us,,pending,,2018-08-24 18:44:53,,,,
4162206,Special One,walmart-us,,pending,,2018-08-24 18:44:53,,,,
4162207,Glico,walmart-us,,pending,,2018-08-24 18:44:53,,,,
4162208,Kadena Sportswear,walmart-us,,pending,,2018-08-24 18:44:53,,,,
4162203,Lava the Original,walmart-us,,pending,,2018-08-24 18:44:48,,,,
4162204,Goson,walmart-us,,pending,,2018-08-24 18:44:48,,,,
4162193,Progresso,walmart-us,,pending,,2018-08-24 18:44:47,,,,
4162194,AlexEvenings,walmart-us,,pending,,2018-08-24 18:44:47,,,,
4162195,Durawear,walmart-us,,pending,,2018-08-24 18:44:47,,,,
4162196,Royal Danish Mint,walmart-us,,pending,,2018-08-24 18:44:47,,,,
4162197,DocMiller,walmart-us,,pending,,2018-08-24 18:44:47,,,,
4162198,Assistive Technology Services,walmart-us,,pending,,2018-08-24 18:44:47,,,,
4162199,Brady,walmart-us,,pending,,2018-08-24 18:44:47,,,,
4162200,Andre Garcia,walmart-us,,pending,,2018-08-24 18:44:47,,,,
4162201,Horizon Group USA,walmart-us,,pending,,2018-08-24 18:44:47,,,,
4162202,Battery Operated Candles & Tea Lights,walmart-us,,pending,,2018-08-24 18:44:47,,,,
4162184,anthrax,walmart-us,,pending,,2018-08-24 18:44:46,,,,
4162185,APPLE IPODS AND APPLE TV,walmart-us,,pending,,2018-08-24 18:44:46,,,,
4162186,Bare Home,walmart-us,,pending,,2018-08-24 18:44:46,,,,
4162187,SunButter,walmart-us,,pending,,2018-08-24 18:44:46,,,,
4162188,Softsheen-Carson,walmart-us,,pending,,2018-08-24 18:44:46,,,,
4162189,MERET PRODUCTS,walmart-us,,pending,,2018-08-24 18:44:46,,,,
4162190,Sterling Faith,walmart-us,,pending,,2018-08-24 18:44:46,,,,
4162191,Dagamma,walmart-us,,pending,,2018-08-24 18:44:46,,,,
4162192,Vancle,walmart-us,,pending,,2018-08-24 18:44:46,,,,
4162175,Mustache 3rTgade,walmart-us,,pending,,2018-08-24 18:44:45,,,,
4162176,olive garden,walmart-us,,pending,,2018-08-24 18:44:45,,,,
4162177,GianiBernini,walmart-us,,pending,,2018-08-24 18:44:45,,,,
4162178,7eye,walmart-us,,pending,,2018-08-24 18:44:45,,,,
4162179,ITOYA,walmart-us,,pending,,2018-08-24 18:44:45,,,,
4162180,CARBRO,walmart-us,,pending,,2018-08-24 18:44:45,,,,
4162181,Beverly Hills Silver,walmart-us,,pending,,2018-08-24 18:44:45,,,,
4162182,Efavormart,walmart-us,,pending,,2018-08-24 18:44:45,,,,
4162183,facesies ;),walmart-us,,pending,,2018-08-24 18:44:45,,,,
4162162,Polarspex,walmart-us,,pending,,2018-08-24 18:44:44,,,,
4162163,Convenience Concepts,walmart-us,,pending,,2018-08-24 18:44:44,,,,
4162164,Growing Up,walmart-us,,pending,,2018-08-24 18:44:44,,,,
4162165,Red Ruby,walmart-us,,pending,,2018-08-24 18:44:44,,,,
4162166,Little Stallion,walmart-us,,pending,,2018-08-24 18:44:44,,,,
4162167,White Bear,walmart-us,,pending,,2018-08-24 18:44:44,,,,
4162168,Ultra Brite,walmart-us,,pending,,2018-08-24 18:44:44,,,,
4162169,PREFERRED PLUS,walmart-us,,pending,,2018-08-24 18:44:44,,,,
4162170,nineteen80something,walmart-us,,pending,,2018-08-24 18:44:44,,,,
4162171,Sunbelt USA,walmart-us,,valid,,2018-08-24 18:44:44,2018-09-20 03:54:21,,,
4162172,Sleep Tease,walmart-us,,pending,,2018-08-24 18:44:44,,,,
4162173,Earljean,walmart-us,,pending,,2018-08-24 18:44:44,,,,
4162174,Allieroo,walmart-us,,pending,,2018-08-24 18:44:44,,,,
4162161,SoccerStarz,walmart-us,,pending,,2018-08-24 18:44:38,,,,
4162156,IAMS,walmart-us,,pending,,2018-08-24 18:44:37,,,,
4162157,plaid,walmart-us,,pending,,2018-08-24 18:44:37,,,,
4162158,ECINewYork,walmart-us,,pending,,2018-08-24 18:44:37,,,,
4162159,Peach Blossom Yoga,walmart-us,,pending,,2018-08-24 18:44:37,,,,
4162160,Swiffer,walmart-us,,pending,,2018-08-24 18:44:37,,,,
4162145,Mezzati,walmart-us,,pending,,2018-08-24 18:44:36,,,,
4162146,Meilo,walmart-us,,pending,,2018-08-24 18:44:36,,,,
4162147,National Presto Industries,walmart-us,,pending,,2018-08-24 18:44:36,,,,
4162148,Bret Michaels,walmart-us,,pending,,2018-08-24 18:44:36,,,,
4162149,Goplus,walmart-us,,pending,,2018-08-24 18:44:36,,,,
4162150,Lysol,walmart-us,,pending,,2018-08-24 18:44:36,,,,
4162151,Javi,walmart-us,,pending,,2018-08-24 18:44:36,,,,
4162152,Sassi Design,walmart-us,,pending,,2018-08-24 18:44:36,,,,
4162153,Monster Energy,walmart-us,,pending,,2018-08-24 18:44:36,,,,
4162154,AT&T,walmart-us,,pending,,2018-08-24 18:44:36,,,,
4162155,Degree,walmart-us,,pending,,2018-08-24 18:44:36,,,,
4162133,612,walmart-us,,pending,,2018-08-24 18:44:35,,,,
4162134,EAST WEST,walmart-us,,pending,,2018-08-24 18:44:35,,,,
4162135,Rock 'Em Apparel,walmart-us,,pending,,2018-08-24 18:44:35,,,,
4162136,Modern Sleep,walmart-us,,pending,,2018-08-24 18:44:35,,,,
4162137,MOBI,walmart-us,,pending,,2018-08-24 18:44:35,,,,
4162138,Xonex Pens,walmart-us,,pending,,2018-08-24 18:44:35,,,,
4162139,AT-A-GLANCE,walmart-us,,pending,,2018-08-24 18:44:35,,,,
4162140,Popware Pet,walmart-us,,pending,,2018-08-24 18:44:35,,,,
4162141,Our American Fashion World,walmart-us,,pending,,2018-08-24 18:44:35,,,,
4162142,Lawrence Frames,walmart-us,,pending,,2018-08-24 18:44:35,,,,
4162143,DAYMARK,walmart-us,,pending,,2018-08-24 18:44:35,,,,
4162144,Pilaster Designs,walmart-us,,pending,,2018-08-24 18:44:35,,,,
4162118,ANVIL INTERNATIONAL INC 8700132353 1-1/4 Black Pipe Cap,walmart-us,,pending,,2018-08-24 18:44:34,,,,
4162119,Forte Lighting,walmart-us,,pending,,2018-08-24 18:44:34,,,,
4162120,Pacon,walmart-us,,pending,,2018-08-24 18:44:34,,,,
4162121,Coveroo,walmart-us,,pending,,2018-08-24 18:44:34,,,,
4162122,N'POLAR,walmart-us,,pending,,2018-08-24 18:44:34,,,,
4162123,Avery®,walmart-us,,pending,,2018-08-24 18:44:34,,,,
4162124,Bernat,walmart-us,,pending,,2018-08-24 18:44:34,,,,
4162125,Lifelines,walmart-us,,pending,,2018-08-24 18:44:34,,,,
4162126,Yen's,walmart-us,,pending,,2018-08-24 18:44:34,,,,
4162127,MQbix,walmart-us,,pending,,2018-08-24 18:44:34,,,,
4162128,Chicago Case Company,walmart-us,,pending,,2018-08-24 18:44:34,,,,
4162129,Lima Mint,walmart-us,,pending,,2018-08-24 18:44:34,,,,
4162130,Dorel Living,walmart-us,,pending,,2018-08-24 18:44:34,,,,
4162131,wet n wild,walmart-us,,pending,,2018-08-24 18:44:34,,,,
4162132,Poy,walmart-us,,pending,,2018-08-24 18:44:34,,,,
4162112,Travelers Polo and Racquet Club,walmart-us,,pending,,2018-08-24 18:44:33,,,,
4162113,PROMART,walmart-us,,pending,,2018-08-24 18:44:33,,,,
4162114,Eucerin,walmart-us,,pending,,2018-08-24 18:44:33,,,,
4162115,Picnic Gift,walmart-us,,pending,,2018-08-24 18:44:33,,,,
4162116,JUBAOLI,walmart-us,,pending,,2018-08-24 18:44:33,,,,
4162117,Movie Posters USA,walmart-us,,pending,,2018-08-24 18:44:33,,,,
4162102,DSstyles,walmart-us,,pending,,2018-08-24 18:44:27,,,,
4162103,SDG,walmart-us,,pending,,2018-08-24 18:44:27,,,,
4162104,Shell,walmart-us,,pending,,2018-08-24 18:44:27,,,,
4162105,Philips Sonicare,walmart-us,,pending,,2018-08-24 18:44:27,,,,
4162106,Altatac,walmart-us,,pending,,2018-08-24 18:44:27,,,,
4162107,ID Design,walmart-us,,pending,,2018-08-24 18:44:27,,,,
4162108,Siamons International,walmart-us,,pending,,2018-08-24 18:44:27,,,,
4162109,Fashion Smart,walmart-us,,pending,,2018-08-24 18:44:27,,,,
4162110,Baletto,walmart-us,,pending,,2018-08-24 18:44:27,,,,
4162111,AlfredDunner,walmart-us,,pending,,2018-08-24 18:44:27,,,,
4162093,Hawthorne,walmart-us,,pending,,2018-08-24 18:44:26,,,,
4162094,Lumistick,walmart-us,,pending,,2018-08-24 18:44:26,,,,
4162095,Tide,walmart-us,,pending,,2018-08-24 18:44:26,,,,
4162096,BoradingBlue,walmart-us,,pending,,2018-08-24 18:44:26,,,,
4162097,Jenga,walmart-us,,pending,,2018-08-24 18:44:26,,,,
4162098,Way to Celebrate,walmart-us,,pending,,2018-08-24 18:44:26,,,,
4162099,Lucky Supersoft,walmart-us,,pending,,2018-08-24 18:44:26,,,,
4162100,"DNP AMERICA, LLC",walmart-us,,pending,,2018-08-24 18:44:26,,,,
4162101,Purina Tidy Cats,walmart-us,,pending,,2018-08-24 18:44:26,,,,
